q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,x_mm,y_mm,z_mm
-1.222101719755920612e+02,-9.485483049479121576e+01,-5.420619789361249019e+01,-7.516313739288533213e+01,3.254448452047770957e+01,2.699003899661671824e+01,4.284258474116207083e+01,-3.646617853927416775e+01
1.687145297120865735e+02,-3.035475936567897293e+01,1.920599831271383096e+01,-3.206227381911095620e+01,1.334064490859980197e+02,-1.898140343197242714e+02,3.787853215979976085e+01,-1.002652697585552346e+02
-1.083573034176787786e+02,2.554132059927098908e-01,-3.235353971839769827e+01,-5.273159456259604383e+01,-1.438547999203053678e+02,-4.859626144029957118e+01,-1.464500340088007420e+02,1.310216864159779249e+01
9.584327068578755870e+01,-7.422982423847642508e+01,-7.662566970943196054e+01,-9.679229118454509262e+01,-4.595206411825526516e+01,-3.360424845371241531e+00,3.283609318361003204e+01,-7.108701124300120000e+01
-6.414681867195247378e+01,3.985607980394155447e+01,-4.126688035494457552e+01,1.156384623811560175e+02,1.018471793820794460e+02,1.702734355031412861e+02,-3.513947764753763749e+02,2.550383428971133526e+02
-6.279979294596078887e+01,-1.838781355896783509e+01,7.207047634359503263e+01,-6.390941453152667862e+01,4.679490550136196703e+01,9.838123292700061029e+01,-1.914274741197781395e+02,4.610756180204577959e+01
9.486639745018379699e+01,7.479732818319058651e+01,-7.550375691716544679e+01,1.208531799128047624e+01,-9.208867530785984457e+01,-1.842467907923675341e+01,2.164058061739648622e+02,1.258167381382688177e+02
2.741971851432100493e+01,-6.014935464218950756e+00,-3.972001238654170407e+01,-2.605742237863707089e+01,-5.305638422026014211e+01,1.216868534815160245e+02,6.312961440512334832e+01,-6.096525722195640640e+01
-1.025896903773744526e+02,7.320779397942607147e+01,5.509934618581220889e+01,-7.244263264162754012e+01,-1.550612945922725885e+02,-1.329790921698867479e+01,-5.954174937391856304e+01,2.990794621369226434e+02
-1.671539605008802880e+02,-8.792550768014407936e+00,-2.088228120603879745e+01,-5.779222104742005683e+01,-1.451179096487918230e+02,-1.514150480116261974e+02,-3.452862663966507739e+01,-2.465600340133828894e-01
8.318271970598277676e+01,-8.397721379903939010e+01,7.608963827191638529e+01,4.831694713445253342e+01,4.799492243250787737e+01,2.968562124932392621e+01,2.483140903205145946e+02,-1.732219786651105267e+02
9.936743169517978913e+01,3.253457748804322591e-01,-2.884669766007209546e+01,-5.425600278020858980e+01,-1.316553774714268741e+02,-2.596638185665555554e+01,1.574054205788341960e+02,1.671251769528307562e+01
1.275118813497200563e+02,7.837180997575944730e+01,-1.014781719148449639e+02,1.161124189019570281e+02,-1.158988803420015330e+02,-1.830263424044881049e+02,2.384221862423431730e+02,2.063773491200813623e+02
-6.172989881456166472e+01,-2.302307929439186296e+01,-9.159126480986920171e+01,-5.229822271581689819e+01,3.791818198122066974e+01,2.510193473334061309e+01,-4.667768856057053029e+01,3.346081405839966294e+01
-3.733345923782334808e+01,7.075160611673254607e+00,-7.526216754749981419e+01,1.020157018027113054e+02,1.549560117197855220e+02,2.267403806616863449e+02,-1.729392278479072047e+02,-1.247485850441074717e+02
-9.766928763150517057e+01,-4.849719737672797493e+01,-4.577817666361539040e+01,2.754588425075961311e+01,-2.204328582375845258e+01,3.606579078884562861e+00,2.678295050227447405e+01,-2.155323235980642949e+02
8.101735426321761224e+01,3.598691662847633665e+01,-6.256412855403648621e+01,-3.206444607095986044e+01,-1.826103604072829967e+01,2.340284373980591326e+01,1.480499542952683782e+02,6.129313892599225255e+01
5.555171718793113200e+01,-8.533275648785854628e+01,2.024681601366690131e+01,1.422712975143815584e+01,-9.997468690775646394e+01,-1.447080105296079466e+01,-2.109591420794428984e+01,-2.719997714477918294e+02
1.242078391335861056e+02,-4.320373139092430392e+01,-8.604611472857932597e+01,-9.747628850030281455e+00,-5.015324962823351029e+01,3.705001939906150454e+01,-5.450140649633402745e+01,-2.134654918307710147e+01
-1.239746679998845167e+02,5.246533050490128858e+00,8.195923125159927736e+01,3.507748952966170464e+01,-1.415542349227811769e+02,-1.537339319796558925e+02,-2.281374365110697227e+02,3.381197512098176503e+02
1.077054363937219250e+02,-9.526707713167675706e+01,-2.746154929488787388e+01,-2.109553981719027149e+01,-1.726458906685499244e+02,5.258308536361921881e+01,-1.647106223566141239e+02,-7.356581877114757617e+01
9.596354884371629623e+01,6.993768077821914630e+01,4.286843350529068175e-01,1.020467897307411533e+02,1.295290122061031752e+02,-1.265389592681810527e+01,1.211350547789176915e+02,5.231730384505278835e+02
1.172848581385108560e+02,-3.507524949923693214e+01,-8.175230668826897329e+01,-9.253407671462711903e+01,1.536746104213071931e+02,-5.757565126509922493e+01,1.116231503226618997e+02,-6.395868541074165137e+00
2.206707577863804204e+01,7.633113360911991663e+01,-9.481430652899831557e+00,-1.814805169217524394e+01,-9.578194788416662675e+01,1.803962938487006227e+02,7.313061268583028607e+01,3.086076960556712265e+02
1.203514526258456954e+02,2.888124873561719141e+01,5.238118236850408493e+01,-3.499439514356879499e+01,-3.758066277999964200e+01,-1.291201281575184794e+02,2.205077943281754074e+02,2.377792006669232308e+02
-7.586149464475823834e+00,2.306628369871353357e+01,7.410430443305043013e+01,8.680784184610544685e+01,-1.149107302566304440e+02,1.162532510882930552e+02,-1.548289329173450923e+01,4.452073507307018190e+02
-1.509255263369888382e+02,8.986407919249373322e+00,4.713706018921263308e+01,-6.143636368138017190e+01,2.389561737129238850e+01,-1.986097250225628272e+02,-1.104288871669408820e+02,1.226416555399688946e+02
-1.792518936707966475e+02,3.531304381803232673e+01,-2.667178587838597537e+01,-7.102500324663864717e+00,1.264453126488450607e+01,-2.804752694575736314e+02,-3.662350887881951955e+00,8.665177996752416334e+01
-3.157755182082718193e+01,5.985845862812732321e+01,1.828072657625641284e+01,9.726975099924351298e+01,2.058287899070131743e+01,1.026604444133098610e+02,-6.310169534598045260e+01,5.176641388344467032e+02
-1.267267299730777665e+02,-8.320282182434485208e+01,1.449174906640386951e+01,-8.258815598362170363e+01,-1.352178329769115521e+02,-6.108228674561274829e+00,-8.186843712212201751e+00,-7.754049104313703822e+01
6.314224279923905669e-01,3.428718261128665290e+01,1.723259818490188877e+01,3.522153540226719315e+01,-1.547515810714651252e+02,3.543988997605650866e+02,3.905775874301864903e+00,3.027257887274388395e+02
8.616351062795325788e+01,-2.451256321433729113e+01,8.481250317314578524e+01,7.035379850377069033e+01,-3.316709420779849893e+01,2.122297729010757550e+01,3.164792210709282472e+02,2.541207351768463809e+02
-1.693894787047865975e+02,5.188029850765616402e+01,-9.406562993368862635e+01,9.986155988280339102e+01,-2.005501705788537947e+01,-3.137381986870532273e+02,-5.877413991336064214e+01,5.720045723810989102e+01
-5.612855018073632607e+01,5.774808887086351206e-01,-3.055053769558526255e+00,-1.741913282206509450e+01,-3.296461821047446961e+01,1.465609686103203444e+02,-2.183406696180956033e+02,-2.416513522646255296e+01
1.280005024070998161e+02,2.798676867977491156e+00,1.855881466964626725e+01,8.051895368129572716e+01,1.798851784974659722e+02,-2.619094049267188780e+02,3.352226923061173238e+02,1.931979077591514340e+02
-8.570687294169893278e+01,-7.059665492285247979e+00,-3.088116010792792565e+01,8.820727601158395714e+01,3.477984661328571292e+01,2.811286531452870108e+01,-3.744899527750089874e+02,-9.143646631916263345e+01
-1.790459141750325784e+02,3.927859061137203867e+01,5.784366474019662974e+00,8.274221172776182698e+01,7.402657268019757453e+01,-3.314784229269728826e+02,-5.520268718322351553e+00,3.902312176790593412e+02
-1.111283617369973626e+02,2.112847148326349611e+01,-1.509917365290087332e+01,1.039284422274080555e+02,-2.201024291107600561e+01,-1.511768831161764126e+02,-3.912073612063712176e+02,2.212239801224603468e+02
-3.880344786105524690e+01,-3.397088936969379347e+01,-5.100116388846752358e+01,1.051760504336298823e+02,-2.601867416986803505e+01,1.474224892432749243e+02,-1.185453315071060132e+02,-2.565705242100648320e+02
-1.683459251540172090e+02,-2.954588906852521291e+00,8.118524092356236110e+01,-3.819190350125697364e+01,1.660979231520904023e+02,-2.667445712693927362e+02,-5.501720483376125514e+01,1.423330851631323526e+02
-7.576370888764492406e+01,-7.505873680464401332e+01,-5.975945506492908521e+01,-9.665796179362322960e+01,2.667771858704546162e+01,9.201980510183901174e+00,-3.626925623841701452e+01,-7.326823157007726195e+01
2.249247857862420119e+01,2.400593816329774199e+01,4.885036673536356489e+01,9.256847500058819378e+01,2.245713855271083048e+01,2.044112353359358281e+02,8.463846994379682087e+01,4.381867443742592059e+02
1.797475900347204174e+02,-8.999636539450368389e+01,6.918190638475053333e+01,1.037997196689917700e+02,-1.230805583243559056e+02,-2.702372210203478744e+02,1.190506690400935375e+00,-1.230897608817276989e+02
-1.276636510483938025e+02,-3.719538774954094151e+01,-1.745591496942358845e+01,-4.731179114338711855e+01,-6.244675075528424202e+01,-5.147778396102614806e+01,-6.669187010591285514e+01,-8.661820382817990094e+01
-1.130839083296224601e+02,-8.681346262633562105e+01,4.147497859966989608e+01,1.144542784848671886e+02,-4.323217991158756490e+01,-9.276477233873136186e+01,-2.176533321647473826e+02,-2.069358772995488494e+02
-1.436316969092036402e+02,-6.265757662624115198e+01,-8.497893171036304238e+01,1.787459307338158965e+01,-1.394010973135667655e+02,1.247840072730128611e+02,9.189219244381474994e+01,-3.267719514522191560e+01
-1.567512217481117602e+02,9.489053633474188132e+01,-3.935180566425714943e+01,-5.873435677880979000e+01,-1.751430654654850798e+02,-5.892300967003021839e+01,-2.531383444156678664e+01,2.539159097572523933e+02
-1.486612057513087848e+02,6.894628842853578021e+01,1.620674942936531693e+00,-4.370457389129514070e+01,1.119316167615315294e+02,-1.415687301415559887e+02,-8.620648062529102162e+01,2.756728789859745348e+02
3.446759214885136657e+01,4.705530807453797593e+01,5.608171747816001584e+01,-3.691831261794516195e+01,-2.178925123930386576e+01,1.593033601297368591e+02,1.093535499255766013e+02,3.125973551021480148e+02
1.280161561854728802e+02,3.853652507609055533e+01,8.379069409738832519e+00,-3.990120600012112817e+01,1.704374752981406118e+02,-1.489289740391901091e+02,1.905096413076373096e+02,1.816919150535928509e+02
-1.580402877123858900e+02,-7.979190155278817542e+01,7.834423402688321403e+01,-3.536557367506499361e+01,-1.955268917006222296e+01,-9.219193784914025969e+01,-3.717257518631684832e+01,-1.599609517723958731e+02
-7.124018739663540600e+00,2.251633516344327290e+01,-1.203448983129696614e+01,5.404432319734266343e+01,1.351271280977136939e+02,4.082635976343798916e+02,-5.102573014104740423e+01,1.352463625614395824e+02
-1.612096835342884447e+02,-2.094685376292859758e+01,2.252781074223302937e+01,-1.302046496458382308e+01,-1.036796890039024959e+02,-2.567831944919344096e+02,-8.736770434180743905e+01,-7.672726665845050320e+01
6.138138633823376722e+01,-6.738812782391086387e+01,-6.146687660704009204e+01,-7.354482231418472793e+00,3.221037226481047355e+01,-5.945269974524252632e+01,-1.089597266553674757e+02,-6.391249846135728774e+01
-6.705110472429832669e+01,-7.596458609327144984e+01,-2.480343607027151620e+01,2.211192320219971919e+01,-7.229805689873498409e+01,-4.609519885425829244e+01,1.088633514923724306e+02,-2.222081439108741563e+02
1.009409879470371152e+02,8.106291295433325672e+01,-4.776019150020964332e+01,8.250017888880950068e+01,-7.888030533079121653e+01,-5.082876670677143238e+01,2.629369002193272991e+02,3.990760674428835841e+02
2.748706831459639943e+01,-8.780653628263743826e+01,7.789866560653644001e+01,-9.263001349963640507e+01,1.384178644685209179e+02,2.299635793858325883e+01,1.196455019442471723e+01,-5.104596714661071388e+01
6.108274804815278003e+01,-7.629495070831239900e+01,-2.921055152243320663e+01,-8.088860520834757040e+00,4.255906992929334365e+01,-5.937240258624518674e+01,-1.074764217350363822e+02,-1.414068098427433142e+02
-1.775940884900298045e+02,-6.574042408235580126e+01,7.289741287610610243e+01,-2.653192697150994661e+01,-8.886469240486744070e+01,-1.700166115042202364e+02,-7.143379702677874477e+00,-1.447569720233014436e+02
5.973420893845167257e+01,1.513542159598881653e+01,3.746800300918630455e+01,-1.753565930618812274e+01,-1.532008521816626967e+02,1.605753308094903957e+02,2.751687698089818923e+02,1.570333447700180045e+02
-1.334919578411423799e+02,-6.702342397682096475e+01,-5.806431978472826927e+01,5.066381956401193065e+01,-9.334685813793953457e+00,1.038260814574191215e+02,1.094406218328230409e+02,-1.991955078447159622e+02
1.407883419005104315e+02,-1.943725949795910424e+01,4.433499178125867957e+01,-5.713067077469516875e+01,-1.549900832036475435e+02,-1.665084826544929228e+02,1.358574298408646825e+02,3.770302179856443558e+00
1.771863365455119492e+02,-7.860559118262284528e+01,4.137493654357061246e+01,1.001437511680588841e+02,1.444493631492359782e+02,-2.668957992921164646e+02,1.311718253716655980e+01,-2.010853090123146671e+02
1.551221339221966105e+02,8.605061584286360699e+01,5.100933282532113822e+01,-9.699893647026978272e+01,-1.107373913533725869e+02,1.327826104445868793e+01,-6.157329916221975452e+00,2.631583248265965835e+02
1.227246134410716536e+02,5.565800726676044974e+01,3.067901813297982017e+01,5.733753063326611255e+01,1.258939552451087707e+01,-9.522550563005185609e+01,1.481889010494599290e+02,4.893562548189817676e+02
-1.191647425592218070e+02,-8.376467768674818615e+01,9.277848215679537702e+01,8.188950972487020863e+01,-1.653504886396108020e+02,-1.443738730703977069e+02,-2.587003138377504001e+02,-2.729097817477313725e+01
5.316787161655878435e+01,6.499947239681225142e+01,-4.854372786477976831e+01,6.933827839704883900e+01,-1.520098758340853635e+02,2.045107872280842685e+02,2.730558599541409990e+02,2.797174909945893546e+02
-7.797969702551297644e+01,9.952397849113512507e+01,3.286798438436306924e+01,-4.140728556267027471e+01,-9.700695769355219511e+01,7.825799872968097759e-01,-3.675344881181246137e+00,3.724700580154284921e+02
-1.726602089994638050e+02,5.586415158029410577e+00,8.159002113524144306e+01,4.733112537353602534e+01,4.597034628013162205e+01,-2.556516492715629170e+02,-3.293020723499850533e+01,3.609109491185417937e+02
-4.298600136899889890e+01,4.121808315275558243e+01,4.446598998315658946e+01,9.120935881599945105e+01,1.735942856943933066e+02,1.002261446527784727e+02,-9.341662094548554762e+01,4.882049004719939944e+02
3.975398965545900865e+01,-8.947526496007625951e+01,-6.219520138220453731e+01,-3.575856008795858543e+01,1.777816391441743917e+02,-8.737584596268339965e+01,-7.268001731988070446e+01,4.935672074348843807e+00
7.036801091039396283e+01,1.698197154097151440e+01,-5.529730298502867214e+01,3.504651927091970265e+00,1.649299167604962122e+02,6.508952536347760542e+01,1.824701823733280150e+02,-5.058539714146104416e+01
-5.756634144742380954e+01,-3.131195279730827963e+01,-3.659247581894956625e+01,-2.429314110002331972e+01,-1.680313398062724559e+02,3.231360650213959218e+01,-5.085204100414415507e+01,-1.120066784046745312e+02
1.006542171334317004e+02,5.386602747950294656e+01,8.519789567128066210e+01,-9.326967612057444512e+01,-7.025935859887304957e+01,-1.360389815749080711e+01,7.231327371478295163e+01,2.382193235179930753e+02
-9.618741327652676887e+01,8.668554126586752773e+01,-1.598853381453378120e+01,5.474081580480904563e+01,-1.532435691731716361e+02,-1.783060836750966160e+01,-1.644700454784883163e+02,4.788700697606878975e+02
-2.714327512222831729e+01,-9.516301360408770904e+01,8.685623715830760716e+01,-2.985771044411274033e+01,1.792152303427424158e+02,4.741865115766755423e+01,-2.431056084479545376e+01,-1.778185941097202090e+02
-1.159281055004182406e+02,-6.487433414565492740e+01,4.507114679157845671e+01,-5.859910450398538018e+01,-1.632500761571742487e+01,-3.487629035981422732e+01,-7.173530917213760461e+01,-1.160228325844341413e+02
-4.505170929538209634e+01,7.757712069153311063e+01,8.884651536669085203e+01,6.461891615800726640e+01,7.349211810673028822e+01,-1.510081327149734705e+02,1.512809479159853936e+02,3.754941930063590689e+02
-9.411829179283201086e+01,-9.579511176245640058e+01,-1.218131265081296988e+00,-9.672854813336410018e+01,2.839533100847671676e+01,2.240213244408186810e-01,3.111329888556003453e+00,-7.461146953709229024e+01
-9.063426626881295078e+00,-5.906355064557529744e+01,1.634970304370651206e+01,-6.863374823341833064e+01,-5.207696766756251350e+01,6.840725119283140998e+01,-1.091228456469310970e+01,-8.541859529056762312e+01
-1.713750956796226319e+02,8.250499536971682346e+01,4.583411120522077908e+01,5.446162861807366085e+01,4.635593879166458464e+01,7.798582253023008093e+01,1.182892187041310272e+01,5.087591452483662806e+02
1.339764976687184230e+02,-7.893766866927380477e+01,2.880306709716575142e+01,-1.501873294535872105e+01,1.128665413854154167e+02,-5.230529943165123541e+00,5.420820428216998721e+00,-2.210376986386139890e+02
6.297509335096154359e+01,-4.487397984778129967e+01,2.727705016560992135e+01,-4.897511715244021957e+00,-1.558461442834381501e+02,9.297340746017030710e+01,1.822746622527147906e+02,-1.737361091979516630e+02
-1.283145572913006163e+02,-2.676487278879255882e+01,6.960354510634167013e+01,-5.868648544804848655e+01,7.195297752522739643e+01,-1.333084542278996878e+02,-1.687096344286767646e+02,8.862633821434656056e+00
3.942850439484786307e+01,5.907494559128997480e+01,1.283159137328546251e+01,6.122005324889582312e+01,-1.797364101067127820e+02,1.724341606797486293e+02,1.417827408088169818e+02,4.713273300657550635e+02
2.162672903567553817e+01,-3.643573248712432644e+01,5.091898843854428947e+01,4.141931101753286271e+01,-1.973697268045143005e+01,3.537942129674391936e+02,1.402679947972327170e+02,-2.567558995093754959e+01
-3.344889608239762424e+01,6.440989091308173897e+01,5.856428669006103860e+01,9.467640186756207754e+01,8.642042974548922984e+01,-7.805135948297879622e+01,5.156101198425577792e+01,4.756974850475695575e+02
-3.247911278434736460e+01,-6.802926840721738699e+01,3.665301074081932597e+01,-4.277618978592367682e+01,1.371353882504024000e+02,5.149665174252531585e+01,-3.278059910493743700e+01,-1.562087515160095847e+02
-1.575374805679298902e+02,-1.357844761136742306e+01,-9.395438958229263449e+01,-6.076591861178670229e+00,-7.908139283520077356e+01,1.102537396509224266e+01,4.558411919417643787e+00,-2.368044173480978998e+01
1.393962417660175106e+02,-5.673677440700169683e+01,4.980072079567921151e+01,-4.732468024352206015e+01,4.466628001263833880e+01,-9.799210914672815420e+01,8.400054570795309417e+01,-1.225833785674667809e+02
5.360987888252580547e+01,-9.664611683826333888e+01,-5.967201921264871345e+01,-3.697964196948213811e+01,-1.462456550965883935e+02,-7.444986996881324615e+01,-1.010178080302561483e+02,1.450866792825651430e+01
3.775160687554057404e+01,-1.959945754269797646e+01,-9.180928776186286200e+01,-6.980006194406922759e+01,-1.350694427262106672e+02,7.635817275043552854e+01,5.912623970006691820e+01,4.233152342607169771e+01
-1.550568490063260185e+02,-8.471584136033125390e+01,7.639889823351313680e+01,4.714796792025106242e+01,-9.178274004469815850e+01,-2.222262412701048788e+02,-1.033574840961211976e+02,-1.768659386072826010e+02
2.275998902433116200e+00,-1.028604162546777587e+02,2.727675711226609678e+01,1.148924094890575134e+02,-3.225185333312242619e+01,8.516571940045167821e+01,3.384875924755121446e+00,-2.964713503820084384e+02
-1.926562368492221822e+01,8.271317657415872304e+01,-1.195370821003648132e+01,1.748659686093095900e+01,8.140616971443159855e+01,1.891499785589263070e+02,-6.611200345567449688e+01,3.979483438267740212e+02
1.058604423571387656e+02,2.063465794244459062e+01,-7.380758623334328661e+01,-1.079783165471238249e+01,6.774342241564764322e+01,-3.273545275816583455e+01,1.152205616327593845e+02,-1.806922758118325589e+01
-1.650395243460560835e+02,8.048238916603779103e+00,-9.763036109822647290e+01,1.023613656929079525e+02,-1.300647907558613383e+02,-1.799053098649084745e+02,-4.807249270621095860e+01,-1.517620115339581730e+02
1.616738666274479783e+02,7.197888338788652618e+01,-8.323341314135264213e+01,8.261421138587365931e+00,-9.065961045601177659e+01,-1.794736167980692016e+02,5.944605128526271187e+01,9.377717010552453303e+01
1.712985661688097707e+02,-8.964801933181570348e+01,7.599378508167575319e+01,-5.504583681321363997e+01,-2.981071293743684691e+01,-2.439382848582765462e+01,3.733405052366265409e+00,-1.367820890511657126e+02
-1.011695426836231064e+02,3.031077090714376254e+00,5.251824018334571065e+01,-8.879986735417759292e+01,4.733468897159428934e+01,-3.302928599192613746e+01,-1.672767254537636745e+02,1.263880136394864877e+02
1.189843920381786120e+02,8.432893635103229713e+01,6.728238170525281703e+01,4.140921382074560597e+01,-1.086599099659313481e+02,7.069519475590610114e+01,-1.276194829867378928e+02,4.597876292969814358e+02
1.999252183265738836e+01,6.554984317728820997e+01,7.890711905093289147e+01,5.211736935490512224e+01,-8.311114078461707777e+01,-8.847488118962026249e+01,-3.218914646962105053e+01,4.602218872516984902e+02
4.518858938618618026e+01,-8.324393696360756678e+01,-4.014571063974279497e+01,9.741745462527759969e+01,-3.725467792056485905e+01,-8.553630173643175283e+01,-8.610124975972738071e+01,-2.957069069190930577e+02
2.883734897434453615e+01,-7.213989459019637707e+01,5.514049380815097834e+01,-7.499687915770437030e+00,-3.887781999244600684e+01,1.204392305868892095e+02,6.631430185357027085e+01,-2.092501965007587330e+02
-1.260800325478746231e+01,-5.649814194750152296e+01,-9.637051686935095063e+00,5.517865137227454397e+01,1.414934995952281156e+02,1.198713143209574241e+02,-2.681199444069946836e+01,-2.933784502581231663e+02
-1.036848022718290139e+02,3.077109060595049073e+01,-2.912909538064148762e+01,6.300267843760053665e+00,1.174143061300924273e+02,-7.181116402994717873e+01,-2.949211854887738014e+02,5.914552414371493683e+01
-4.737267808544493164e+01,6.734124528648959540e+01,-6.644368505615295817e+01,-7.692092819156346195e+01,-1.542259670709323132e+02,5.662468751188917793e+01,-6.151998021706609165e+01,2.201478145912241473e+02
4.293890578190132601e+01,-8.595480849547837465e+01,-1.239326930556683237e+01,-4.398864644596241646e+01,-5.321358667897752071e+01,-6.639742280258447238e+01,-6.178436469300712730e+01,-9.810616276707467875e+01
-1.533259386953376406e+02,5.469486150065756647e+01,6.743528770582784659e+01,3.917154866935723589e+01,1.236177573271186816e+02,-4.768085598618912968e+01,-2.395393224596914195e+01,4.837188427675647517e+02
7.867045492895476855e+01,4.427499458265478438e+01,7.073317506842312241e+01,-6.825374869383067278e+01,-2.858081972556456662e+01,2.847061740038021327e+01,1.421001338742928510e+02,2.601863413959300715e+02
-1.645481893402258322e+02,7.432682288839225748e+01,4.373977672123365323e+01,-5.476883210282981906e+01,1.050433359225557410e+02,-8.583834778476179395e+01,-2.372735087464476678e+01,3.292412941748672210e+02
-2.834560696337575791e-01,-1.865852526989770865e+01,6.054346498224632001e+01,-9.184352908797470150e+01,-2.301584613424751069e+01,1.607917761188371060e+02,-7.954822696847594354e-01,6.932532185027173455e+01
1.306978068048297814e+02,5.645266339111364573e+01,7.188677335451779982e+01,-5.197978224127034252e+01,3.958118138168853761e+01,-7.916539003604471247e+01,9.204538352484213704e+01,3.221010088250616832e+02
-1.279993112689698194e+02,4.065268460661101813e+01,-3.758640939498889111e+00,-2.854765457558288233e+01,2.896277707880273056e+00,-1.592201279226656254e+02,-2.037975199035878404e+02,1.670851895935444986e+02
-1.563375408595443616e+02,7.140732313539075449e+01,-3.421057824194292607e+00,1.200042057137811469e+02,6.951702290400399420e+01,-8.087166906505711950e+01,-3.543700037956633508e+01,5.221717577010130071e+02
-1.663752844853503348e+02,-5.257495050895619215e+01,-6.865890493738805844e+01,9.397885429815300995e+01,-9.794956291437678431e+01,4.075353494970332946e+01,9.877928311805565187e+00,-2.660420093342149244e+02
1.391099933104605952e+02,7.970736588091068597e+01,-5.310533905234760965e+01,-3.712592203997009932e+01,-1.224150489779407565e+02,-1.046042658299045058e+02,9.057912772709192950e+01,1.974444763926668145e+02
-8.845791865135646503e+01,-3.578893539323566131e+01,1.757865466614394734e+01,1.038659926161432736e+02,1.391742535333136175e+02,1.079227429897910007e+01,-4.008883537907684058e+02,-4.511211360238856116e+01
1.737180860503019062e+02,-1.339276420526873324e+01,1.399710556750571300e+01,-8.252608562274156156e+01,-5.173255931262417562e+00,-1.726599398533954570e+02,1.900667042009046526e+01,5.055602169477311492e+01
2.548529286026507634e+01,-3.629167299704567995e+01,2.450973933124018345e+01,-2.325738574149848148e+01,1.271850714273793983e+02,1.793982295778407661e+02,8.551204716832624797e+01,-1.273174428698780787e+02
-1.666340015106870283e+02,-1.022508626525859228e+02,1.467821367892388196e+01,4.447141096457571052e+01,1.176237278484941839e+01,1.134619012466107932e+02,2.695929359730883590e+01,-2.957135747948203175e+02
6.870081711789021028e+01,-6.053516190922447748e+01,-4.725505213135905080e+01,-9.651701329705062449e+00,-4.649666751555415090e+01,-3.070037501211695385e+01,-7.874570830491315121e+01,-1.158487232877467790e+02
-1.573960471524652007e+02,-5.261015909996190487e+01,6.857782575876123587e+01,4.101690620359525496e+01,-7.416454634843678662e+01,-3.229482599720205371e+02,-1.344565274852102164e+02,-5.149923239166716371e+01
1.014728378736597278e+02,-1.941144872531322108e+01,-8.051384228138188348e+01,-6.968050633338447142e+01,-1.495583000494363546e+02,-1.974039958725647992e+01,9.726315710157584249e+01,3.259372236007126844e+01
-1.250906241327998600e+02,-2.672570837836600788e+01,-7.253278801728271219e+01,-1.294419923898672664e+01,1.331095661916502308e+02,2.625550385858787195e+00,3.737080093647080048e+00,-6.555384180032672248e+01
1.613690409646961825e+02,2.601414568492856461e+00,5.026762741929260869e+01,3.712528480637860184e+01,-1.715192289052098999e+02,-3.592177992567533806e+02,1.211062667756027622e+02,2.306433446718417599e+02
2.231003868239127996e+00,-1.213602517716225293e+00,8.068668496032310600e+01,1.023770514962153015e+02,1.377818208361701977e+02,1.807027874288082216e+02,7.039829034875231706e+00,3.789770358716136798e+02
-9.412496107630005326e+00,7.448551200147406348e+01,4.156873680572488183e-01,-9.646336838581405004e+01,4.567421843223294786e+01,3.266489262405335126e+01,-5.414957574423012510e+00,2.788530392205161661e+02
-1.740432510528218302e+02,4.892210856071184821e+01,-7.502516014458144866e+01,-5.215274865641416824e+01,1.743083548457925644e+02,-1.094708829341320353e+02,-1.142231052423865911e+01,1.301248048823821080e+02
-2.746212587180619380e+01,-7.869885763344072416e+01,7.841614018696333233e+01,4.439345912164912988e+01,-1.778316831203812853e+02,2.414246066470630581e+02,-1.254749297830255159e+02,-1.455299171004886318e+02
-1.690703156994609628e+02,-9.348718391183075482e+01,8.343700794107587626e+01,1.149226863187240895e+02,1.710185140196401790e+02,-2.599157490522502485e+02,-5.019155109409658166e+01,-4.605093509204964874e+01
-7.049177774628107329e+01,-4.005775103106903146e+01,6.626081405960613324e+01,6.139421035224404477e+01,-5.534615109530709276e+01,1.289594403767083861e+02,-3.640042075017897218e+02,6.316181405704953278e+01
-1.278974919036904510e+02,9.835666297205733599e+01,-3.863250790804598722e+01,4.216313288651372204e+01,-1.256208653724368673e+01,-1.111154367745863993e+02,-1.427469542803642923e+02,4.164611610465183276e+02
-1.945071938368610631e+01,-9.405610364056995820e+01,-9.213036997601773237e+01,1.145059947574707166e+02,1.627678112508015147e+02,-2.683968084443964699e+02,9.478457456004409210e+01,-7.840569039211851532e+01
-2.241279417680652841e+01,-2.414839675990796763e+01,7.983995636745359548e+01,-9.938783893733464936e+01,8.145301512533330879e+01,1.275268147472270499e+02,-5.259607765028855653e+01,6.858243144955301318e+01
4.350377127617218775e+01,-3.942039648999980272e+00,7.432656927948491443e+01,-1.486067428219489273e+01,5.216171904844102869e+01,2.289676719433015251e+02,2.173108521858810604e+02,1.602093160064645758e+02
6.654972103198065270e+01,4.203084708207029507e+01,-4.379672474827044226e+01,7.174376515509322871e+01,-1.201676922732653452e+01,1.552607273483737913e+02,3.579243044813365486e+02,1.600205074460938022e+02
-1.019820886828208018e+02,2.974610969143321881e+01,-1.013537148284387257e+02,-1.084874726439069548e+01,-8.856020246841751486e-01,-1.129013111401467029e+01,-5.319765913522655865e+01,2.261849347050159054e+01
-1.256947509748883078e+02,-5.231996501189633619e+01,3.016956939644342128e+01,-6.574637843726638664e+01,-8.274770388661515597e+01,-6.092104411480121939e+01,-8.479699615584388539e+01,-8.226310401792639482e+01
